http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
11439,chr3R,870220,870500,870340,52.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:865220-875500,"CG2022,corto,CG14662,","-33587,39002,-60386,", CG2022 ,33587,23,62,77.2,1.75, // ,0.2974,3.3622,9.6816
11440,chr3R,2746100,2746380,2746240,52.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2741100-2751380,"Antp,ftz,Scr,","0,-54290,-70354,", Antp ,12322,11.9,56.2,97.8,3.03, // ,0.1212,8.2514,14.4512
11441,chr2L,5635170,5635450,5635290,52.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:5630170-5640450,"CG31646,CG14010,Hsp60C,","0,-22267,27558,", CG14010 ,22267,57.1,49.8,54.9,-0.05, -- ,1.0389,0.9626,15.4186
11442,chr2R,13431800,13432080,13431920,52.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:13426800-13437080,"CG34194,CG18631,cyp33,","0,-57,476,", CG34194 ,88,42.2,69.4,50.9,0.27, /\ ,0.8295,1.2055,30.34
11443,chr2R,16475400,16475680,16475570,52.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:16470400-16480680,"bl,Nnf1a,l(2)05510,","0,-858,-5937,", bl ,561,11.9,54.1,105.8,3.15, // ,0.112,8.927,156.9274
11444,chr3L,4098980,4099260,4099110,52.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4093980-4104260,"CG14995,Fit1,CG14990,","0,4456,-4766,", CG14995 ,2104,60.8,55.1,42.9,-0.5, -\ ,1.4161,0.7062,12.2231
11445,chr3R,12558350,12558630,12558490,52.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12553350-12563630,"Ubx,CG31275,Glut3,","0,17963,55542,", Ubx ,1858,76.3,50.3,36.6,-1.06, \- ,2.0845,0.4797,18.5248
11446,chr2L,1609420,1609700,1609570,88,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1604420-1614700,"CG31935,CG14352,CG14351,","0,1850,-1953,", CG31935 ,1555,217.1,44.5,11.4,-4.23, \- ,18.9751,0.0527,10.7905
11447,chr2L,18155500,18155780,18155640,52.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18150500-18160780,"CG15155,CG5783,CG17681,","0,402,-1230,", CG5783 ,402,36.3,46.6,80.1,1.14, // ,0.4533,2.2059,16.9656
11448,chr4,705330,705610,705460,52.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:700330-710610,"CG11360,myoglianin,ey,","0,6429,12854,", CG11360 ,4216,92.6,46.6,22.9,-2.01, \\ ,4.0476,0.2471,20.4528
11449,chr3R,12278070,12278350,12278230,57.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12273070-12283350,"Pak3,CG10405,CG14883,","0,2056,3545,", Pak3 ,1320,48.2,63.1,63.5,0.4, /- ,0.7585,1.3184,25.8207
11450,chr3R,26859460,26859740,26859600,52.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26854460-26864740,"CG33773,CanA1,CG33920,","1510,5497,10512,", CG33773 ,1510,112.6,31.8,13.2,-3.09, \- ,8.5598,0.1168,2.1665
11451,chr3R,441830,442110,441970,54.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:436830-447110,"5-HT2,CG12587,CG9775,","0,-21337,21755,", 5-HT2 ,3374,14.8,64.1,87,2.54, // ,0.1704,5.8677,37.2115
11452,chrX,3031960,3032240,3032090,52.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:3026960-3037240,"N,kirre,CG18508,","0,-5254,34390,", N ,3186,22.2,47.2,94.4,2.08, // ,0.2355,4.2464,132.019
11453,chrX,4506250,4506530,4506380,57.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:4501250-4511530,"peb,CG12184,CG12179,","5221,15032,18704,", peb ,5221,64.5,50.9,59.5,-0.12, \- ,1.0835,0.9229,5.683
11454,chr3L,15946710,15946990,15946870,55.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:15941710-15951990,"Pka-C3,GXIVsPLA2,CG17033,","0,1404,2779,", Pka-C3 ,857,33.3,52.5,89.8,1.43, // ,0.3712,2.6936,24.7641
11455,chr3R,4668710,4668990,4668820,53.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4663710-4673990,"pyd,CG8379,CG9731,","0,-15813,18895,", pyd ,3164,25.9,70.5,70.4,1.44, /- ,0.3686,2.7133,29.868
11456,chr2L,12814170,12814450,12814220,53,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:12809170-12819450,"kek1,CG15483,MRP,","4709,-52380,-69411,", kek1 ,8567,69.7,72.6,33.2,-1.07, -\ ,2.0992,0.4764,18.0563
11457,chr3R,9400870,9401150,9401010,54.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:9395870-9406150,"CG14370,CG14369,CG31337,","12898,16987,-29904,", CG14370 ,12898,88.2,60.9,18.9,-2.22, \\ ,4.6707,0.2141,4.1091
11458,chr2R,9611780,9612060,9611950,75.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9606780-9617060,"fas,CG6280,CG6220,","0,30898,-31076,", CG6280 ,30898,90.4,100.2,42.3,-1.09, -\ ,2.1354,0.4683,6.2185
11459,chr3R,19749720,19750000,19749880,52.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:19744720-19755000,"CG31141,CG5857,sba,","0,244,-1185,", CG5857 ,244,85.2,41.3,30.9,-1.46, \- ,2.7584,0.3625,23.4449
11460,chr2R,5736620,5736900,5736750,52.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5731620-5741900,"CG1671,Prosalpha7,CG1516,","0,-1411,1462,", CG1671 ,1185,70.4,63.6,24.6,-1.51, -\ ,2.8616,0.3495,16.1416
11461,chr2R,7419890,7420170,7419990,52.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7414890-7425170,"en,CG30034,inv,","-4275,-10437,-25302,", en ,4275,26.7,62,76.7,1.52, // ,0.348,2.8738,100.18
11462,chr2R,19790410,19790690,19790560,52.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:19785410-19795690,"CG5591,CG13562,Nap1,","0,939,2135,", CG13562 ,939,68.9,57.2,33.8,-1.03, -\ ,2.0416,0.4898,11.5598
11463,chr2L,19361460,19361740,19361570,52.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19356460-19366740,"dnt,CG13086,CG17349,","0,2823,8907,", dnt ,1654,70.4,56.7,45.2,-0.64, -- ,1.5576,0.642,26.4396
11464,chr3R,26662040,26662320,26662180,56.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26657040-26667320,"CG15544,CG31012,tll,","0,-9638,15856,", CG15544 ,8609,128.9,26.5,16.6,-2.95, \- ,7.7714,0.1287,4.692
11465,chrX,17052410,17052690,17052520,54.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:17047410-17057690,"xmas-2,baz,xmas-1,","0,1541,-4007,", xmas-2 ,819,63.7,69.4,30.3,-1.07, -\ ,2.1017,0.4758,21.8518
11466,chrX,16197780,16198060,16197910,54.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:16192780-16203060,"CG3679,CG3632,CG9914,","36,-569,3034,", CG3679 ,36,53.3,53.5,64.1,0.26, -- ,0.8326,1.201,60.777
11467,chr2R,20290860,20291140,20290990,85.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20285860-20296140,"Mov34,slik,SerT,","0,-745,1127,", Mov34 ,497,193.4,49.3,21.7,-3.15, \- ,8.8962,0.1124,25.2323
11468,chrX,3245480,3245760,3245540,52.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:3240480-3250760,"dnc,dm,CG10793,","-12161,21675,-35105,", dnc ,17638,26.7,48.8,83,1.63, // ,0.3216,3.1097,57.9583
11469,chr2L,18945700,18945980,18945850,54.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18940700-18950980,"ssp3,CG10428,Nedd8,","-1902,3046,5390,", ssp3 ,1902,30.4,55.6,78.4,1.36, // ,0.3876,2.5798,46.3588
11470,chr2R,4461120,4461400,4461240,53.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4456120-4466400,"CG42326,Cyp6a13,Cyp6a14,","0,-1590,-7798,", Cyp6a13 ,3234,111.9,35.5,18.3,-2.61, \- ,6.1119,0.1636,11.5138
11471,chr2R,10699440,10699720,10699600,55.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10694440-10704720,"CG10200,kn,CG10202,","-2162,-5034,5764,", CG10200 ,3647,97.1,33.9,37.2,-1.38, \- ,2.6104,0.3831,9.1367
11472,chr3R,574630,575180,575030,53.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:569630-580180,"tacc,CG31530,Nep2,","-253,1098,-17435,", tacc ,253,63.7,55.1,52.1,-0.29, -- ,1.2241,0.817,47.0196
11473,chr3R,3915010,3915290,3915160,52.2,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:3910010-3920290,"CG7910,CG7918,CG7900,","0,-2393,4685,", CG7910 ,2187,103,39.2,17.2,-2.58, \\ ,6.0012,0.1666,11.3687
11474,chr2R,19450930,19451210,19451070,52.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:19445930-19456210,"Pi3K59F,CG30184,apt,","0,531,1349,", CG30184 ,531,94.1,40.8,23.5,-2, \- ,4.0121,0.2492,28.5867
11475,chr3R,4470070,4470350,4470230,52.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4465070-4475350,"Cyp313b1,Mkk4,CG8021,","0,3075,6575,", Cyp313b1 ,949,106.7,32.9,25.2,-2.08, \- ,4.2389,0.2359,13.621
11476,chr3R,24859440,24859720,24859540,120.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24854440-24864720,"beta4GalNAcTB,CG1957,Ssl2,","0,784,-1285,", beta4GalNAcTB ,190,170.4,186.5,41.2,-2.05, -\ ,4.1375,0.2417,39.7997
11477,chr2L,2293200,2293480,2293350,56.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:2288200-2298480,"robl22E,CG17237,CG31681,","-2728,-3980,-6506,", robl22E ,2728,51.1,49.8,71.5,0.48, -/ ,0.715,1.3987,17.6446
11478,chr3R,207330,207610,207480,52.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:202330-212610,"Cont,CG11739,CG14646,","0,-548,8616,", Cont ,449,24.5,79,53.2,1.12, /\ ,0.4596,2.1758,48.4128
11479,chrXHet,11270,11550,11410,63.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrXHet:6270-16550,"CG2893,CG12061,CG40143,","0,3473,-4000,", CG12061 ,3473,22.2,79,97.8,2.13, // ,0.2272,4.4008,34.2537
11480,chr3L,19788620,19788900,19788770,52.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19783620-19793900,"HLH106,Gyc76C,CG14102,","0,-2107,3307,", HLH106 ,1727,105.2,37.6,17.2,-2.61, \- ,6.1308,0.1631,19.2858
11481,chr2R,10527640,10527920,10527770,53.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10522640-10532920,"CG12862,CG10139,CG10131,","0,5005,-9244,", CG12862 ,361,115.6,29.1,19.5,-2.56, \- ,5.9428,0.1683,13.0568
11482,chr2R,11128990,11129270,11129130,57.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11123990-11134270,"Fs,scb,alphaPS4,","-46,7159,17141,", Fs ,46,32.6,42.9,97.3,1.57, // ,0.3352,2.983,12.1666
11483,chr3L,739670,739950,739800,52.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:734670-744950,"CG13897,emc,CG13896,","-680,9605,-27950,", CG13897 ,680,3.7,51.9,105.3,4.79, // ,0.0352,28.4119,86.7629
11484,chr3L,4998790,4999070,4998940,57.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4993790-5004070,"CG32232,CG12027,CG17030,","-2063,12567,-18171,", CG32232 ,2063,48.2,66.8,56.6,0.23, /\ ,0.8504,1.1759,3.5982
11485,chr3L,18341340,18341620,18341570,94.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:18336340-18346620,"grim,CG13700,rpr,","-44056,-47210,49082,", grim ,44056,19.3,92.7,184.8,3.26, // ,0.1043,9.5914,40.569
11486,chrX,20294460,20294740,20294550,56.6,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20289460-20299740,"Pp4-19C,cactin,Pbprp2,","0,456,-2541,", cactin ,456,31.1,54.6,85.8,1.46, // ,0.3627,2.7574,298.3691
11487,chr3L,396990,397270,397130,52.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:391990-402270,"CG13885,trh,CG13884,","-4306,-19814,-30693,", CG13885 ,4306,63.7,57.2,37.8,-0.75, -\ ,1.6877,0.5925,12.8127
11488,chr3R,8876710,8876990,8876840,52.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8871710-8881990,"CG7966,DDB1,CG31157,","0,1137,-1822,", CG7966 ,332,103,27,31.5,-1.71, \- ,3.2734,0.3055,26.4198
11489,chrU,3534320,3534600,3534440,55.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrU:3529320-3539600,"CG41527,CG41529,CG40995,","-133093,288658,-302857,", CG41527 ,136200,86,56.7,29.7,-1.53, \\ ,2.8894,0.3461,2.2818
11490,chrX,7603040,7603320,7603190,53,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:7598040-7608320,"CG15478,CHES-1-like,Hira,","3627,-4339,12976,", CHES-1-like ,4339,55.6,44.5,60.1,0.11, -/ ,0.9252,1.0809,6.4153
11491,chr2R,11537450,11537730,11537590,58,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11532450-11542730,"fus,CG8207,Vha14,","7367,27130,29337,", fus ,14983,117.8,49.3,9.7,-3.59, \\ ,12.1142,0.0825,7.1402
11492,chr3L,4841220,4841500,4841360,52.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4836220-4846500,"CG13707,CG32237,CG13708,","-2618,8074,-8286,", CG13707 ,2618,103,26.5,30.3,-1.76, \- ,3.3969,0.2944,5.6702
11493,chrXHet,70090,70370,70240,86.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrXHet:65090-75370,"CG17159,su(f),CG17169,","0,0,-5891,", su(f) ,1046,30.4,109.7,126.4,2.05, // ,0.2403,4.1616,40.7963
11494,chr2R,14024810,14025090,14024970,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14019810-14030090,"Pcl,pAbp,Hsf,","0,2612,-2834,", Pcl ,2037,63.7,58.3,45.8,-0.48, -- ,1.3924,0.7182,140.6789
11495,chr3R,16798730,16799010,16798850,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16793730-16804010,"Atpalpha,Calx,CG31191,","0,5147,-27598,", Calx ,5147,81.5,43.5,32.6,-1.32, \- ,2.4996,0.4001,13.0431
11496,chrX,18752210,18752490,18752340,56.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:18747210-18757490,"CG7288,CG7322,CG32544,","0,-856,1976,", CG7288 ,92,29.6,54.6,87,1.55, // ,0.3408,2.9338,70.427
11497,chr3L,5772990,5773270,5773110,52.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:5767990-5778270,"PGRP-LD,Myt1,CG32418,","34,-423,-2721,", PGRP-LD ,34,60,53.5,48.6,-0.3, -- ,1.2343,0.8102,67.9583
11498,chr3R,6441240,6441520,6441400,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6436240-6446520,"hth,CG34304,CG6465,","0,40767,59880,", hth ,1427,14.8,67.3,83,2.48, // ,0.1787,5.5975,19.6104
11499,chr3R,17968610,17968890,17968740,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:17963610-17973890,"CG31163,CG42390,CG31423,","0,-9651,-22833,", CG31163 ,9161,28.9,51.4,76.1,1.39, // ,0.3798,2.6329,20.541
11500,chr2L,19577030,19577310,19577210,52.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19572030-19582310,"spi,msb1l,CG10268,","0,494,1882,", spi ,114,8.2,65.2,87,3.4, // ,0.0937,10.6685,347.2722
11501,chr3L,3533830,3534110,3533990,56.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:3528830-3539110,"Eip63E,ImpE2,CG42324,","0,-21313,-25457,", Eip63E ,9591,61.5,83.2,30.9,-0.99, /\ ,1.9908,0.5023,8.6087
11502,chr3L,22394900,22395180,22395080,61.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22389900-22400180,"Ten-m,CG11449,laza,","0,52392,56835,", Ten-m ,5907,107.4,52.5,32,-1.74, \- ,3.3537,0.2982,14.0935
11503,chr4,570750,571030,570900,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:565750-576030,"Thd1,Pur-alpha,zfh2,","0,7707,-10482,", Thd1 ,7540,73.4,50.3,44,-0.73, \- ,1.6653,0.6005,13.7424
11504,chr2L,10215090,10215370,10215230,52.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10210090-10220370,"NPC1,CG4901,CG5727,","0,-1507,-4561,", CG4901 ,4048,34.8,65.7,67.5,0.95, /- ,0.5159,1.9384,42.0361
11505,chr2L,12623130,12623410,12623280,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:12618130-12628410,"nub,ref2,pdm2,","0,-11829,34548,", nub ,4933,39.3,71,48.1,0.29, /\ ,0.8172,1.2236,15.844
11506,chrX,5662110,5662390,5662250,56.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:5657110-5667390,"CG3097,CG15770,MAPk-Ak2,","0,-2400,-4034,", CG3097 ,2562,25.9,64.7,79.5,1.61, // ,0.3261,3.0662,4.4116
11507,chr3L,14352690,14352970,14352850,55.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14347690-14357970,"fz,CG13481,CG13482,","0,9238,-30005,", CG13481 ,9957,91.1,38.2,39.5,-1.21, \- ,2.3089,0.4331,6.2579
11508,chr3RHet,1642320,1642600,1642460,52.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3RHet:1637320-1647600,"CG17429,CG41329,CG41099,","29969,31462,42641,", CG17429 ,29969,122.3,25.4,8.6,-3.82, \- ,14.2475,0.0702,1.7647
11509,chr3R,24940000,24940280,24940140,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24935000-24945280,"CG11876,CG11874,CG11877,","0,-1614,1969,", CG11876 ,1314,117.8,27.6,16.6,-2.82, \- ,7.1014,0.1408,15.6274
11510,chr3R,12543510,12543790,12543700,52.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12538510-12548790,"Ubx,CG31275,CG31498,","0,32753,-52240,", Ubx ,16648,33.3,43.5,85.2,1.35, // ,0.3912,2.5564,35.2902
11511,chr3R,14964840,14965120,14964990,61.8,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:14959840-14970120,"CG5629,Cyp12a4,Cyp12a5,","0,-2128,-4561,", Cyp12a4 ,4110,48.2,83.2,55.5,0.2, /\ ,0.8679,1.1522,2.668
11512,chrX,8876290,8876570,8876420,62,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:8871290-8881570,"rdgA,CG10962,CG12662,","0,0,1280,", CG12662 ,1796,151.2,29.7,6.3,-4.56, \- ,24.0206,0.0416,3.2138
11513,chr2R,7493540,7493820,7493690,52.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7488540-7498820,"tou,Egm,CG9005,","0,10683,14002,", tou ,9646,15.6,77.4,65.8,2.07, /\ ,0.2365,4.228,46.2914
11514,chrX,21873050,21873330,21873190,52.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:21868050-21878330,"CG14613,CG14618,CG14619,","0,2375,-2863,", CG14613 ,621,103,43.5,15.4,-2.73, \\ ,6.668,0.15,12.1611
11515,chr2R,20606280,20606560,20606410,52,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20601280-20611560,"CG33988,CG30421,ST6Gal,","0,24924,-25339,", CG33988 ,17766,17.8,46.1,105.3,2.56, // ,0.1689,5.9192,44.0071
11516,chr3R,1426110,1426390,1426310,92,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1421110-1431390,"exba,CG1427,asl,","0,844,2638,", exba ,22,63.7,104.9,112.7,0.82, /- ,0.5654,1.7686,356.4692
11517,chr3R,4501920,4502200,4502070,52,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4496920-4507200,"CG9773,CG8043,mRpL19,","0,568,-1146,", CG9773 ,240,83,39.7,34.9,-1.25, \- ,2.3781,0.4205,38.6215
11518,chr3R,12866690,12866970,12866830,53.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12861690-12871970,"CG5220,CG3995,CG18213,","0,786,-906,", CG5220 ,425,63,57.8,42.3,-0.57, -\ ,1.4878,0.6721,27.8162
11519,chrX,19460060,19460340,19460200,53,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19455060-19465340,"car,Grip84,Tao-1,","0,-571,4980,", car ,32,25.2,70,64.6,1.36, /\ ,0.3897,2.566,355.9719
11520,chr2R,20275370,20275650,20275520,52,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20270370-20280650,"mAcR-60C,slik,CG13578,","0,4131,-9257,", mAcR-60C ,1715,52.6,87.4,21.2,-1.31, /\ ,2.4854,0.4023,9.6785
11521,chr3R,26077380,26077660,26077520,52.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26072380-26082660,"CG9682,CG34299,CG18404,","0,-1238,1383,", CG9682 ,877,43,65.2,54.3,0.34, /\ ,0.7908,1.2646,15.2291
11522,chr3L,8969350,8969630,8969500,52.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:8964350-8974630,"Srp68,CG5644,pix,","0,994,-1646,", Srp68 ,1353,86.7,55.1,17.2,-2.33, \\ ,5.0514,0.198,11.2678
11523,chrX,8371570,8371850,8371730,53.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:8366570-8376850,"CG33223,Cp7Fc,Cp7Fb,","0,0,-1626,", Cp7Fc ,581,126,28.6,9.7,-3.68, \- ,12.9523,0.0772,6.0631
11524,chr2L,7858190,7858470,7858330,52,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:7853190-7863470,"TwdlE,lectin-28C,CG14535,","0,-399,-5029,", lectin-28C ,1241,45.9,51.9,58.9,0.36, -- ,0.7797,1.2826,55.8696
11525,chr3R,7772790,7773070,7772940,52.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:7767790-7778070,"CG31211,Hsp70Aa,Hsp70Ab,","2461,6944,11334,", CG31211 ,2461,17.8,48.8,96.1,2.43, // ,0.185,5.4044,25.4158
11526,chrX,22206040,22206320,22206170,52,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:22201040-22211320,"CG12446,fog,CG41476,","4952,21827,-29074,", CG12446 ,7601,71.1,57.8,29.7,-1.25, -\ ,2.3912,0.4182,3.9196
11527,chr2L,3845360,3845640,3845490,52,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:3840360-3850640,"slp2,CG3964,slp1,","-6289,17190,-18353,", slp2 ,8649,7.4,48.2,102.4,3.77, // ,0.0724,13.8199,25.0412
11528,chr2R,17466400,17466680,17466530,52,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17461400-17471680,"CG30222,CG10440,CG33225,","4466,-7573,11360,", CG30222 ,4466,128.2,20.1,11.4,-3.47, \- ,11.2037,0.0893,6.3125
11529,chr2L,12012230,12012510,12012400,52.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:12007230-12017510,"CG6734,Rh5,CG6746,","1903,-2554,-10124,", Rh5 ,4025,15.6,63.6,82.4,2.4, // ,0.1889,5.2942,189.3644
11530,chr2L,1422130,1422410,1422220,305.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1417130-1427410,"lea,CG14346,NLaz,","-1771,-53173,-60488,", lea ,1771,151.2,349.2,429.1,1.5, // ,0.3523,2.8385,113.0129
11531,chr2L,9611450,9611730,9611600,52,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:9606450-9616730,"gcm2,Trx-2,GlcAT-S,","0,1581,4868,", Trx-2 ,1581,90.4,49.3,21.2,-2.09, \\ ,4.2708,0.2342,17.0246
11532,chr2L,10391750,10392030,10391870,52,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10386750-10397030,"da,CG5362,mRpS7,","0,1976,-4346,", da ,3793,96.3,45.6,18.3,-2.39, \\ ,5.2619,0.19,20.5746
11533,chr3L,6987160,6987440,6987290,57.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6982160-6992440,"bin,CG32388,G-ialpha65A,","0,-9618,-14137,", bin ,3569,98.5,56.7,21.2,-2.21, \\ ,4.6558,0.2148,15.2582
11534,chr3R,22462710,22462990,22462840,51.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:22457710-22467990,"TwdlS,TwdlR,TwdlH,","0,-1201,-2403,", TwdlS ,405,53.3,68.4,42.9,-0.31, /\ ,1.2434,0.8042,6.7661
11535,chrX,13227150,13227430,13227300,54.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:13222150-13232430,"Jafrac1,RpS15Aa,IP3K2,","-1270,2504,-3950,", Jafrac1 ,2869,75.6,59.9,28.6,-1.4, \\ ,2.6423,0.3785,7.869
11536,chrX,19905450,19905730,19905580,55.8,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19900450-19910730,"D2R,CG17003,CG9570,","0,-9451,39746,", D2R ,2247,146.7,17.5,5.1,-4.81, \- ,28.4951,0.0351,3.1577
